[10, 16, 21, 27, 32, 36, 41, 45, 51, 56]
[10, 15, 21, 26, 32, 36, 40, 45, 52, 57]
[10, 16, 22, 28, 33, 38, 43, 49, 55, 60]
[10, 17, 24, 31, 37, 43, 50, 56, 63]
[10, 17, 24, 30, 35, 41, 46, 50, 54]
[10, 17, 25, 31, 37, 43, 49, 54, 60, 65]
[10, 17, 25, 30, 34, 39, 45, 50, 54, 58, 62]
[10, 16, 22, 28, 34, 40, 46, 52, 58, 64]
[10, 15, 20, 25, 30, 34, 38, 41, 47, 51]
[10, 15, 20, 26, 31, 36, 40, 46, 50, 54]
[10, 17, 23, 29, 35, 40, 46, 51, 55, 60]
[10, 16, 21, 27, 33, 39, 45, 50, 55, 60, 65]
[10, 18, 26, 32, 38, 44, 49, 54, 60, 64, 68]
[10, 17, 24, 31, 37, 43, 49, 55, 61, 66]
[10, 17, 24, 30, 36, 43, 49, 55, 61, 67]
[10, 16, 22, 29, 35, 41, 47, 53, 60, 66]
[10, 15, 21, 27, 31, 35, 39, 42, 48, 52, 56]
[10, 16, 22, 29, 34, 40, 47, 52, 58, 63, 68]
[10, 16, 22, 29, 35, 41, 48, 53, 59, 65]
[10, 17, 23, 30, 36, 42, 49, 54, 60, 65]
[10, 15, 19, 23, 28, 32, 36, 40, 44, 49, 52]
[10, 16, 22, 28, 31, 35, 38, 41, 47, 50, 53]
[10, 16, 22, 28, 34, 39, 45, 50, 55, 61, 66]
[10, 16, 22, 29, 35, 41, 48, 53, 59, 65]
[10, 15, 21, 27, 32, 36, 41, 46, 53]
[10, 15, 20, 25, 30, 35, 40, 45, 51, 57]
[10, 16, 22, 29, 35, 40, 46, 53, 59, 65]
[10, 17, 24, 31, 37, 43, 49, 55, 61, 67]
[10, 18, 25, 31, 36, 42, 48, 53, 57]
[10, 17, 25, 31, 37, 43, 49, 53, 57, 62]
[10, 17, 25, 30, 34, 39, 45, 49, 53, 57, 61]
[10, 16, 22, 29, 35, 42, 48, 54, 60, 65]
[10, 15, 20, 25, 30, 34, 38, 41, 47, 51]
[10, 15, 20, 26, 31, 36, 40, 45, 49, 52]
[10, 16, 22, 29, 35, 41, 48, 53, 59, 65]
[10, 17, 23, 29, 35, 41, 48, 53, 59, 65]
[10, 18, 26, 32, 38, 45, 50, 55, 61, 65]
[10, 17, 24, 31, 37, 44, 50, 55, 61, 66]
[10, 17, 24, 31, 37, 44, 50, 55, 61, 67]
[10, 16, 22, 28, 33, 38, 44, 50, 56, 62, 67]
[10, 16, 21, 26, 31, 35, 39, 43, 48, 52, 56]
[10, 16, 22, 29, 35, 41, 48, 53, 59, 65]
[10, 17, 24, 30, 36, 41, 48, 53, 59, 65]
[10, 16, 22, 28, 34, 40, 47, 52, 58, 64]
[10, 15, 19, 23, 29, 33, 37, 41, 47, 51, 54]
[10, 16, 22, 28, 32, 36, 40, 44, 49, 52, 56]
[10, 16, 22, 28, 33, 38, 44, 50, 56, 62, 66]
[10, 17, 23, 29, 35, 41, 48, 53, 59, 65]
[10, 15, 21, 27, 32, 36, 41, 45, 52, 58]
[10, 15, 21, 26, 31, 35, 39, 44, 50, 56]
[10, 16, 22, 29, 35, 41, 47, 54, 59, 64]
[10, 16, 23, 30, 36, 43, 50, 56, 62]
[10, 17, 25, 31, 37, 43, 49, 53, 57]
[10, 18, 26, 32, 38, 44, 49, 53, 57, 61]
[10, 18, 26, 32, 38, 44, 49, 54, 59, 63]
[10, 16, 22, 28, 34, 40, 46, 52, 58, 64]
[10, 15, 20, 25, 30, 34, 38, 41, 47, 51]
[10, 15, 20, 25, 31, 36, 40, 46, 50, 54]
[10, 16, 22, 28, 34, 40, 46, 51, 55, 60]
[10, 16, 22, 29, 35, 41, 48, 52, 58, 63]
[10, 17, 25, 31, 37, 43, 49, 53, 57, 62, 66]
[10, 17, 24, 30, 35, 42, 48, 53, 58, 63, 68]
[10, 17, 24, 31, 37, 44, 50, 55, 61, 67]
[10, 16, 22, 29, 35, 41, 47, 53, 59, 64, 68]
[10, 15, 20, 25, 30, 34, 38, 41, 47, 51, 53]
[10, 16, 22, 29, 35, 41, 48, 53, 59, 65]
[10, 17, 23, 30, 36, 41, 48, 53, 59, 65]
[10, 16, 22, 28, 33, 38, 43, 49, 53, 59]
[10, 15, 19, 23, 29, 33, 37, 41, 47, 50, 53]
[10, 16, 22, 28, 32, 36, 40, 44, 49, 52, 56, 60]
[10, 16, 22, 28, 34, 40, 46, 51, 55, 60]
[10, 16, 21, 27, 33, 39, 45, 51, 56, 62, 66]
[10, 16, 20, 26, 30, 34, 38, 42, 45, 51]
[10, 15, 20, 26, 31, 35, 39, 44, 50, 56]
[10, 15, 21, 28, 33, 38, 43, 49, 56, 61]
[10, 17, 24, 31, 37, 43, 50, 56, 63]
[10, 18, 26, 31, 35, 40, 45, 49, 52, 55]
[10, 17, 24, 30, 35, 42, 48, 53, 58, 63, 67]
[10, 17, 25, 31, 37, 43, 49, 54, 60, 65]
[10, 16, 22, 28, 34, 39, 45, 51, 56, 62, 67]
[10, 15, 20, 25, 30, 34, 38, 41]
[10, 15, 21, 26, 31, 35, 39, 43, 48, 52]
[10, 16, 22, 28, 33, 38, 43, 48, 52, 57]
[10, 16, 22, 29, 35, 41, 48, 53, 59, 65]
[10, 18, 25, 31, 37, 43, 49, 53, 57, 62, 66]
[10, 17, 24, 31, 37, 44, 50, 55, 61, 65]
[10, 17, 24, 31, 37, 44, 50, 55, 61, 66]
[10, 16, 22, 28, 34, 39, 44, 50, 56, 62]
[10, 16, 21, 26, 31, 35, 39, 43, 48, 52, 57]
[10, 16, 22, 29, 35, 41, 48, 53, 59, 65]
[10, 16, 22, 29, 35, 40, 47, 52, 58, 63, 68]
[10, 17, 23, 29, 35, 41, 48, 53, 59, 65]
[10, 15, 20, 26, 31, 36, 40, 46, 51, 55, 60]
[10, 16, 22, 28, 32, 36, 40, 44, 49, 52, 56]
[10, 16, 22, 28, 34, 40, 46, 51, 55, 60]
[10, 16, 22, 28, 33, 38, 43, 49, 52, 57]
[10, 15, 21, 27, 32, 36, 41, 45, 51, 57]
[10, 15, 20, 25, 30, 35, 39, 44, 49, 55]
[10, 16, 22, 29, 35, 41, 46, 53, 59, 65]
